,UBIGEO,P1$01,P1$02,P1$03,P1$04,P1$05,P1$06,P1$07,P1$08,P1$09,P1$10,P1$11,P1$12,P1$13,P1$14,P1$15,P1$16,P1$17,P1$18,P1$19,P1$20,P1$21,P2A1$1,P2A1$2,P2A1$3,P2A1$4,P507,P207,P208A,P301A,Region,REGION
19131,100317,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.5,2.5,1.0,2.0,2.0,1.0,2.5,2.5,2.5,2.5,2.0,3,5,5,5,8,2,80,3,10,HUANUCO
19132,100317,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,8,2,73,6,10,HUANUCO
19133,100606,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.5,1.0,1.0,2.0,2.0,1.0,1.0,2.5,2.5,2.5,2.5,2,5,3,3,8,2,49,5,10,HUANUCO
19134,100606,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2,2,2,2,1,1,34,6,10,HUANUCO
19135,100606,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3,5,2,2,4,2,20,4,10,HUANUCO
19136,100606,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3,3,3,3,2,2,63,3,10,HUANUCO
19137,100606,2.5,2.5,3.0,3.0,2.5,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,2.5,5,5,5,5,2,2,70,1,10,HUANUCO
19138,100606,2.5,2.5,2.0,2.5,2.5,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,5,5,5,5,8,2,86,3,10,HUANUCO
19139,100901,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3,2,2,2,3,2,38,7,10,HUANUCO
19140,100901,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,5,3,3,2,1,49,6,10,HUANUCO
19141,100901,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3,5,2,2,2,2,26,6,10,HUANUCO
19142,100901,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3,5,3,3,2,1,44,3,10,HUANUCO
19143,100901,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.0,2.0,1.0,3,5,3,3,1,1,46,4,10,HUANUCO
19144,100313,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,2,2,2,5,2,54,4,10,HUANUCO
19145,100313,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,2,2,72,1,10,HUANUCO
19146,100313,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5,2,52,3,10,HUANUCO
19147,100313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,1,2,45,5,10,HUANUCO
19148,100313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,5,5,5,5,1,1,83,3,10,HUANUCO
19149,100313,2.5,2.5,2.5,2.5,2.5,2.0,1.0,2.5,2.5,2.0,2.5,1.0,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,3,1,2,67,3,10,HUANUCO
19150,100313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,5,5,5,2,2,24,6,10,HUANUCO
19151,100313,2.5,2.5,3.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,2.0,1.0,1.0,1.0,5,5,5,5,2,2,69,4,10,HUANUCO
19152,100503,4.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,2,5,3,3,2,1,37,4,10,HUANUCO
19153,100503,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5,2,41,3,10,HUANUCO
19154,100503,4.0,2.5,2.0,1.0,4.0,1.0,1.0,2.5,1.0,4.0,2.5,2.5,2.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,5,5,5,5,2,2,57,4,10,HUANUCO
19155,100503,2.5,2.5,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,3,5,5,3,5,2,46,3,10,HUANUCO
19156,100503,2.5,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,5,5,5,5,2,56,3,10,HUANUCO
19157,100503,2.5,2.5,2.0,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,3,5,5,3,8,2,40,3,10,HUANUCO
19158,100503,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,2.5,2.5,2.5,4,2,3,2,8,1,41,4,10,HUANUCO
19159,100503,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.5,2.5,2.5,2.5,2.5,1.0,2.5,2.5,2.5,2.5,2.5,2,2,2,2,5,2,72,1,10,HUANUCO
19160,100701,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3,2,2,2,2,2,50,4,10,HUANUCO
19161,100701,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.5,2.0,2.5,2.5,2.5,3,5,5,5,2,2,50,3,10,HUANUCO
19162,100701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,2,1,44,4,10,HUANUCO
19163,100701,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2,2,2,2,5,2,35,5,10,HUANUCO
19164,100701,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,4,3,3,2,1,53,4,10,HUANUCO
19165,100701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,5,5,5,5,2,54,3,10,HUANUCO
19166,100701,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2,5,5,5,2,1,48,4,10,HUANUCO
19167,100109,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,5,5,5,2,2,43,3,10,HUANUCO
19168,100109,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,3,3,3,1,2,59,1,10,HUANUCO
19169,100109,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,3,5,5,5,2,2,69,1,10,HUANUCO
19170,100109,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,4,3,3,3,2,1,36,4,10,HUANUCO
19171,100109,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3,2,2,2,5,2,23,5,10,HUANUCO
19172,100109,2.5,2.5,2.5,2.5,1.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,8,2,67,1,10,HUANUCO
19173,101101,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,1,2,78,3,10,HUANUCO
19174,101101,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.5,3.0,2.5,2.5,3.0,5,5,5,5,5,2,49,1,10,HUANUCO
19175,101101,2.5,2.5,2.0,2.0,2.0,2.5,2.5,2.5,2.5,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,2,5,5,5,2,2,46,3,10,HUANUCO
19176,101101,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,1,2,36,1,10,HUANUCO
19177,101101,2.5,2.5,3.0,3.0,3.0,3.0,2.5,2.5,3.0,2.5,2.5,2.5,1.0,3.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,5,5,5,5,1,2,66,1,10,HUANUCO
19178,101101,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,1,1,75,3,10,HUANUCO
19179,101101,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,1,1,68,3,10,HUANUCO
19180,101101,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5,2,76,1,10,HUANUCO
19181,101105,3.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.5,2.0,2.0,2,3,4,4,1,1,51,4,10,HUANUCO
19182,101105,2.5,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,5,5,2,2,2,2,19,7,10,HUANUCO
19183,101105,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3,5,3,3,1,1,79,3,10,HUANUCO
19184,101105,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,3,3,3,3,2,1,53,4,10,HUANUCO
19185,101105,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.5,2.5,2.5,2.5,2.5,2,5,3,3,5,2,63,3,10,HUANUCO
19186,101105,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.5,3,3,3,3,2,2,50,3,10,HUANUCO
19187,101105,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2,2,2,2,2,1,45,5,10,HUANUCO
19188,101105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,5,2,53,3,10,HUANUCO
19189,100602,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3,3,3,3,2,2,47,6,10,HUANUCO
19190,100602,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,48,3,10,HUANUCO
19191,100602,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2,2,2,4,1,28,6,10,HUANUCO
19192,100602,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,5,5,2,2,62,1,10,HUANUCO
19193,100602,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3,2,2,2,3,1,38,8,10,HUANUCO
19194,100602,2.5,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.5,2.0,2.0,2.0,2.5,2.0,1.0,2.0,3,5,5,2,5,2,27,5,10,HUANUCO
19195,100602,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.5,2.0,2.0,2.0,2.0,3,2,2,3,5,2,29,4,10,HUANUCO
19196,100901,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3,3,3,3,2,2,34,6,10,HUANUCO
19197,100901,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,5,2,43,6,10,HUANUCO
19198,100901,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,3,3,3,3,5,2,63,1,10,HUANUCO
19199,100901,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,36,6,10,HUANUCO
19200,100901,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,3,5,5,5,2,1,32,6,10,HUANUCO
19201,100901,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,2,2,56,3,10,HUANUCO
19202,100901,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3,2,3,3,2,2,69,3,10,HUANUCO
19203,110101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3,5,5,5,2,2,50,6,11,ICA
19204,110101,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,5,5,5,3,2,57,8,11,ICA
19205,110101,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4,4,4,4,2,1,28,10,11,ICA
19206,110101,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,1.0,2.5,3,3,3,3,2,2,60,6,11,ICA
19207,110101,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2,2,3,3,2,1,53,5,11,ICA
19208,110106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,2,53,7,11,ICA
19209,110106,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4,3,3,3,3,2,36,10,11,ICA
19210,110106,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4,3,3,4,2,1,58,10,11,ICA
19211,110106,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.5,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,4,3,3,3,4,2,41,6,11,ICA
19212,110106,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,8,2,77,3,11,ICA
19213,110101,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3,3,3,3,2,1,48,6,11,ICA
19214,110101,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.5,2.5,2.5,3.0,3.0,1.0,2.5,2.5,2.5,3.0,2.5,5,5,5,5,1,2,29,8,11,ICA
19215,110101,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.5,2.0,2.5,2,3,2,2,4,1,62,6,11,ICA
19216,110101,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,8,2,79,1,11,ICA
19217,110101,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,2.5,2.5,2.0,1.0,4,5,5,5,1,1,55,4,11,ICA
19218,110101,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,3,1,34,10,11,ICA
19219,110101,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,2,2,2,2,8,2,18,6,11,ICA
19220,110101,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,3,3,4,1,47,5,11,ICA
19221,110101,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,3,8,2,28,6,11,ICA
19222,110101,2.0,2.0,4.0,2.0,2.0,3.0,2.5,2.0,2.5,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.5,2.5,1.0,2.5,3,2,2,2,8,2,33,6,11,ICA
19223,110101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,4,1,49,6,11,ICA
19224,110101,1.0,1.0,3.0,1.0,1.0,1.0,2.5,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,5,5,5,4,1,58,3,11,ICA
19225,110101,1.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2,5,3,3,8,1,81,4,11,ICA
19226,110101,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,2,3,3,3,4,2,51,6,11,ICA
19227,110101,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3,2,2,2,8,2,73,10,11,ICA
19228,110101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,3,1,39,6,11,ICA
19229,110101,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,4,4,2,2,8,2,48,10,11,ICA
19230,110101,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,3,3,3,3,2,29,8,11,ICA
19231,110101,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3,3,2,2,3,2,58,8,11,ICA
19232,110207,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,3,2,34,6,11,ICA
19233,110207,2.5,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,3,3,3,3,8,2,68,4,11,ICA
19234,110207,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,4,2,48,6,11,ICA
19235,110207,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2,2,2,2,5,2,22,7,11,ICA
19236,110207,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3,3,3,3,2,1,27,6,11,ICA
19237,110207,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,7,2,52,7,11,ICA
19238,110501,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,3,4,3,2,36,10,11,ICA
19239,110501,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.5,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3,5,3,3,8,2,69,6,11,ICA
19240,110501,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3,3,2,2,3,2,42,6,11,ICA
19241,110501,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,3,2,65,8,11,ICA
19242,110501,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,2,2,2,3,1,41,8,11,ICA
19243,110108,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,4,1,31,6,11,ICA
19244,110108,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2,2,2,4,2,31,5,11,ICA
19245,110108,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.5,2.0,2.0,2.0,2.0,3.0,2.5,2.5,2.5,1.0,2.5,3,5,5,2,3,2,30,10,11,ICA
19246,110108,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4,2,2,2,8,2,51,7,11,ICA
19247,110108,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,3,2,2,4,2,32,4,11,ICA
19248,110206,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3,3,3,3,3,2,46,8,11,ICA
19249,110206,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,2,42,6,11,ICA
19250,110206,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4,2,2,3,2,2,35,9,11,ICA
19251,110206,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3,3,3,3,8,2,20,9,11,ICA
